pageid,fileNameAbsolut,fileNameRelative,fileLastModifiedTime,fileCreationTime,fileSizeInBytes,level,keywords,categories,description,categoriesList,section,sectionPathAbsoulte,sectionPathRelative,webadress,vorgelagerteSectionPage,nachgelagerteSectionPage,sectionIndex
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/11_Hugo_List.Layout.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/11_Hugo_List.Layout.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,1309,8,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/11_Hugo_List.Layout.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/xx_Documentation-MenüFührung.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/xx_Documentation-MenüFührung.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,6257,9,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/xx_Documentation-MenüFührung.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/10_Hugo_Archetype.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/10_Hugo_Archetype.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,748,10,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/10_Hugo_Archetype.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/08_Hugo_ContentBlockPartials.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/08_Hugo_ContentBlockPartials.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,2996,11,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/08_Hugo_ContentBlockPartials.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/07_Hugo_Themes.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/07_Hugo_Themes.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,1412,12,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/07_Hugo_Themes.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/06_Deployment.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/06_Deployment.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,390,13,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/06_Deployment.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/05_Hugo_Front_Matter.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/05_Hugo_Front_Matter.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,640,14,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/05_Hugo_Front_Matter.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/04_Hugo_Layout.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/04_Hugo_Layout.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,2815,15,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/04_Hugo_Layout.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/03_Hugo_Config Toml.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/03_Hugo_Config Toml.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,1003,16,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/03_Hugo_Config Toml.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/02_Hugo_CreateSite.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/02_Hugo_CreateSite.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,1478,17,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/02_Hugo_CreateSite.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/01_Hugo_Installation.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/01_Hugo_Installation.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,425,18,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/01_Hugo_Installation.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/09_Hugo_Static.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/09_Hugo_Static.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,698,19,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/09_Hugo_Static.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/XX_hugo-Commands.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/XX_hugo-Commands.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,1660,20,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/XX_hugo-Commands.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/imgs/xx_Documentation.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/imgs/xx_Documentation.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,4240,0,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren', 'imgs']",imgs,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/imgs/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/imgs/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/imgs/xx_Documentation.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Mathe/Mathe-BigPicture.md,/Docus/Mathe/Mathe-BigPicture.md,Wed Nov  4 18:06:51 2020,Tue Nov  3 05:19:38 2020,508,0,[''],[''],,"['Docus', 'Mathe']",Mathe,C:/DocTool/content/Docus/Mathe/,/Docus/Mathe/,https://jhc90.github.io/Docus/Mathe/Mathe-BigPicture.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Mathe/Regression/00_Implementierung.md,/Docus/Mathe/Regression/00_Implementierung.md,Wed Nov  4 17:59:16 2020,Wed Nov  4 17:59:16 2020,0,0,[''],[''],,"['Docus', 'Mathe', 'Regression']",Regression,C:/DocTool/content/Docus/Mathe/Regression/,/Docus/Mathe/Regression/,https://jhc90.github.io/Docus/Mathe/Regression/00_Implementierung.html,,0711202020-RegressionPerformance,https://jhc90.github.io/index.html
0711202020-RegressionPerformance,C:/DocTool/content/Docus/Mathe/Regression/10_PerformanceMeasure.md,/Docus/Mathe/Regression/10_PerformanceMeasure.md,Sat Nov  7 11:23:56 2020,Wed Nov  4 17:58:50 2020,2613,1,"['Regression', ' RMSE', ' MAE', ' MSE']","['Data-Science', ' Regression', ' RMSE', ' MAE', ' ']","Auf dieser Page betrachten wir die Mögölichkeiten Regressions Fragestellungen zu messen. Dabei betrachten wir MAE, MSE und RMSE ","['Docus', 'Mathe', 'Regression']",Regression,C:/DocTool/content/Docus/Mathe/Regression/,/Docus/Mathe/Regression/,https://jhc90.github.io/Docus/Mathe/Regression/10_PerformanceMeasure.html,,,https://jhc90.github.io/index.html
07112020200718-002,C:/DocTool/content/Docus/Mathe/Stochastik/ExampleFile2.md,/Docus/Mathe/Stochastik/ExampleFile2.md,Sat Nov  7 07:51:52 2020,Sat Nov  7 05:54:11 2020,330,0,['Example'],"['index', ' welcome', ' nonDocu']",Hier die individuelle Beschreibung der Index-Seite aus dem Frontmatter,"['Docus', 'Mathe', 'Stochastik']",Stochastik,C:/DocTool/content/Docus/Mathe/Stochastik/,/Docus/Mathe/Stochastik/,https://jhc90.github.io/Docus/Mathe/Stochastik/ExampleFile2.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Projekte/00_Doc-Tool/00_Doctool.md,/Projekte/00_Doc-Tool/00_Doctool.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,1250,0,[''],[''],,"['Projekte', '00_Doc-Tool']",00_Doc-Tool,C:/DocTool/content/Projekte/00_Doc-Tool/,/Projekte/00_Doc-Tool/,https://jhc90.github.io/Projekte/00_Doc-Tool/00_Doctool.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Projekte/00_Doc-Tool/xx_BeispielSeite.md,/Projekte/00_Doc-Tool/xx_BeispielSeite.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,1879,1,['Beispiel Implementierungen von Markdown und Web Inhalten für den Test'],['Example'],Example,"['Projekte', '00_Doc-Tool']",00_Doc-Tool,C:/DocTool/content/Projekte/00_Doc-Tool/,/Projekte/00_Doc-Tool/,https://jhc90.github.io/Projekte/00_Doc-Tool/xx_BeispielSeite.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/15_CreateLocalInfoDF.md,/Projekte/00_Doc-Tool/Ideen-Container/15_CreateLocalInfoDF.md,Mon Nov  9 13:05:14 2020,Sun Nov  8 06:22:35 2020,322584,0,[''],[''],,"['Projekte', '00_Doc-Tool', 'Ideen-Container']",Ideen-Container,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/,/Projekte/00_Doc-Tool/Ideen-Container/,https://jhc90.github.io/Projekte/00_Doc-Tool/Ideen-Container/15_CreateLocalInfoDF.html,,07112020200718-Doctool-Idee1,https://jhc90.github.io/index.html
07112020200718-Doctool-Idee1,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/00_SwitchMarkdownHtml copy 2.md,/Projekte/00_Doc-Tool/Ideen-Container/00_SwitchMarkdownHtml copy 2.md,Sat Nov  7 13:41:02 2020,Tue Nov  3 05:19:38 2020,535,1,['Doctool'],[''],default,"['Projekte', '00_Doc-Tool', 'Ideen-Container']",Ideen-Container,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/,/Projekte/00_Doc-Tool/Ideen-Container/,https://jhc90.github.io/Projekte/00_Doc-Tool/Ideen-Container/00_SwitchMarkdownHtml copy 2.html,,07112020200718-Doctool-Idee2,https://jhc90.github.io/index.html
07112020200718-Doctool-Idee2,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/01-DocTools-JPYNB-HTML-Converter copy.md,/Projekte/00_Doc-Tool/Ideen-Container/01-DocTools-JPYNB-HTML-Converter copy.md,Sat Nov  7 13:41:06 2020,Tue Nov  3 15:35:23 2020,1436,2,['Doctool'],[''],default,"['Projekte', '00_Doc-Tool', 'Ideen-Container']",Ideen-Container,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/,/Projekte/00_Doc-Tool/Ideen-Container/,https://jhc90.github.io/Projekte/00_Doc-Tool/Ideen-Container/01-DocTools-JPYNB-HTML-Converter copy.html,07112020200718-Doctool-Idee1,07112020200718-Doctool-Idee10,https://jhc90.github.io/index.html
07112020200718-Doctool-Idee10,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/10_ImplementierungCodSnipplets.md,/Projekte/00_Doc-Tool/Ideen-Container/10_ImplementierungCodSnipplets.md,Sat Nov  7 13:41:29 2020,Tue Nov  3 05:19:38 2020,493,3,['Doctool'],[''],default,"['Projekte', '00_Doc-Tool', 'Ideen-Container']",Ideen-Container,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/,/Projekte/00_Doc-Tool/Ideen-Container/,https://jhc90.github.io/Projekte/00_Doc-Tool/Ideen-Container/10_ImplementierungCodSnipplets.html,07112020200718-Doctool-Idee2,07112020200718-Doctool-Idee12,https://jhc90.github.io/index.html
07112020200718-Doctool-Idee12,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/12_Tags&Categories.md,/Projekte/00_Doc-Tool/Ideen-Container/12_Tags&Categories.md,Sat Nov  7 13:41:36 2020,Tue Nov  3 05:19:38 2020,522,4,['Doctool'],[''],default,"['Projekte', '00_Doc-Tool', 'Ideen-Container']",Ideen-Container,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/,/Projekte/00_Doc-Tool/Ideen-Container/,https://jhc90.github.io/Projekte/00_Doc-Tool/Ideen-Container/12_Tags&Categories.html,07112020200718-Doctool-Idee10,07112020200718-Doctool-Idee3,https://jhc90.github.io/index.html
07112020200718-Doctool-Idee3,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/02-publishContentsRemote.md,/Projekte/00_Doc-Tool/Ideen-Container/02-publishContentsRemote.md,Sat Nov  7 13:41:11 2020,Tue Nov  3 05:19:38 2020,1335,5,['Doctool'],[''],default,"['Projekte', '00_Doc-Tool', 'Ideen-Container']",Ideen-Container,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/,/Projekte/00_Doc-Tool/Ideen-Container/,https://jhc90.github.io/Projekte/00_Doc-Tool/Ideen-Container/02-publishContentsRemote.html,07112020200718-Doctool-Idee12,07112020200718-Doctool-Idee4,https://jhc90.github.io/index.html
07112020200718-Doctool-Idee4,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/03_hotfix_transformationScript.md,/Projekte/00_Doc-Tool/Ideen-Container/03_hotfix_transformationScript.md,Sat Nov  7 13:41:14 2020,Tue Nov  3 16:04:51 2020,1182,6,['Doctool'],[''],default,"['Projekte', '00_Doc-Tool', 'Ideen-Container']",Ideen-Container,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/,/Projekte/00_Doc-Tool/Ideen-Container/,https://jhc90.github.io/Projekte/00_Doc-Tool/Ideen-Container/03_hotfix_transformationScript.html,07112020200718-Doctool-Idee3,07112020200718-Doctool-Idee5,https://jhc90.github.io/index.html
07112020200718-Doctool-Idee5,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/04-Dev-AddfurtherRepo.md,/Projekte/00_Doc-Tool/Ideen-Container/04-Dev-AddfurtherRepo.md,Sat Nov  7 13:41:18 2020,Tue Nov  3 16:30:48 2020,1010,7,['Doctool'],[''],default,"['Projekte', '00_Doc-Tool', 'Ideen-Container']",Ideen-Container,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/,/Projekte/00_Doc-Tool/Ideen-Container/,https://jhc90.github.io/Projekte/00_Doc-Tool/Ideen-Container/04-Dev-AddfurtherRepo.html,07112020200718-Doctool-Idee4,07112020200718-Doctool-Idee6,https://jhc90.github.io/index.html
07112020200718-Doctool-Idee6,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/05_LinkingDoctool.md,/Projekte/00_Doc-Tool/Ideen-Container/05_LinkingDoctool.md,Sat Nov  7 13:41:21 2020,Sat Nov  7 05:44:56 2020,1324,8,['Doctool'],[''],default,"['Projekte', '00_Doc-Tool', 'Ideen-Container']",Ideen-Container,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/,/Projekte/00_Doc-Tool/Ideen-Container/,https://jhc90.github.io/Projekte/00_Doc-Tool/Ideen-Container/05_LinkingDoctool.html,07112020200718-Doctool-Idee5,07112020200718-Doctool-Idee8,https://jhc90.github.io/index.html
07112020200718-Doctool-Idee8,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/08_PublishLocalRemote.md,/Projekte/00_Doc-Tool/Ideen-Container/08_PublishLocalRemote.md,Sat Nov  7 13:41:25 2020,Tue Nov  3 05:19:38 2020,490,9,['Doctool'],[''],default,"['Projekte', '00_Doc-Tool', 'Ideen-Container']",Ideen-Container,C:/DocTool/content/Projekte/00_Doc-Tool/Ideen-Container/,/Projekte/00_Doc-Tool/Ideen-Container/,https://jhc90.github.io/Projekte/00_Doc-Tool/Ideen-Container/08_PublishLocalRemote.html,07112020200718-Doctool-Idee6,,https://jhc90.github.io/index.html
07112020200718-KonzeptProgrammieren-ProjektLanding,C:/DocTool/content/Projekte/10_Konzeptionelles-Programmieren/00_KonzeptionellesProgrammierenLandingpage.md,/Projekte/10_Konzeptionelles-Programmieren/00_KonzeptionellesProgrammierenLandingpage.md,Sat Nov  7 13:34:55 2020,Tue Nov  3 05:19:38 2020,1497,0,['KonzeptionellesProgrammieren'],[''],default,"['Projekte', '10_Konzeptionelles-Programmieren']",10_Konzeptionelles-Programmieren,C:/DocTool/content/Projekte/10_Konzeptionelles-Programmieren/,/Projekte/10_Konzeptionelles-Programmieren/,https://jhc90.github.io/Projekte/10_Konzeptionelles-Programmieren/00_KonzeptionellesProgrammierenLandingpage.html,,,https://jhc90.github.io/index.html
07112020200718-KonzeptionellesProgrammieren,C:/DocTool/content/Projekte/10_Konzeptionelles-Programmieren/Ideen-Container/01_ImplementierungCodSnipplets.md,/Projekte/10_Konzeptionelles-Programmieren/Ideen-Container/01_ImplementierungCodSnipplets.md,Sat Nov  7 13:34:03 2020,Tue Nov  3 05:19:38 2020,835,0,['Programmieren'],[''],default,"['Projekte', '10_Konzeptionelles-Programmieren', 'Ideen-Container']",Ideen-Container,C:/DocTool/content/Projekte/10_Konzeptionelles-Programmieren/Ideen-Container/,/Projekte/10_Konzeptionelles-Programmieren/Ideen-Container/,https://jhc90.github.io/Projekte/10_Konzeptionelles-Programmieren/Ideen-Container/01_ImplementierungCodSnipplets.html,,,https://jhc90.github.io/index.html
